timestamp,open,high,low,close,volume,SMA_short,SMA_long,signal,stop_loss,take_profit,position,capital,holdings,cash,total,returns,trade,trade_price,commission
2024-12-31 16:00:00,95412.0,95590.52,95175.5,95480.8,189.52526,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 16:15:00,95480.8,95531.95,94930.47,94957.28,259.97028,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 16:30:00,94957.28,94978.95,94606.4,94858.94,485.52167,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 16:45:00,94858.94,94990.56,94842.52,94868.42,107.46776,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:00:00,94868.41,95047.71,94717.0,94949.41,142.53035,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:15:00,94949.4,94977.05,94500.0,94538.08,149.02616,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:30:00,94538.08,94563.2,93189.59,93718.73,739.006,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:45:00,93719.14,94163.01,93476.32,94120.94,301.84122,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:00:00,94120.92,94416.72,93991.07,94198.99,359.38609,,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:15:00,94198.98,94264.82,93779.8,93979.48,215.70325,94567.107,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:30:00,93979.49,94184.67,93888.89,94079.19,140.6141,94426.946,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:45:00,94079.18,94200.0,93818.18,93875.68,101.10673,94318.78600000001,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:00:00,93875.69,94290.91,93857.29,94238.78,180.97606,94256.76999999999,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:15:00,94238.77,94244.21,93918.26,93930.14,113.28684,94162.94200000001,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:30:00,93930.14,94000.0,93712.45,93819.98,78.62027,94049.999,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:45:00,93819.99,94166.89,93819.98,94166.88,89.91025,94012.87899999999,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:00:00,94166.88,94222.5,93876.74,93946.24,117.03865,94035.62999999999,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:15:00,93946.23,94142.4,93878.79,94091.4,84.00071,94032.676,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:30:00,94091.39,94102.63,93681.37,93689.22,201.25022,93981.699,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:45:00,93689.22,93815.9,93450.17,93564.04,330.75189,93940.155,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:00:00,93564.01,93757.58,93504.67,93567.29,138.73791,93888.965,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:15:00,93567.29,93773.77,93519.43,93609.85,76.59863,93862.382,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:30:00,93609.84,93964.15,93599.98,93920.5,77.62844,93830.554,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:45:00,93920.49,93940.0,93826.74,93899.68,44.56217,93827.508,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:00:00,93899.67,93899.67,93696.97,93757.58,60.37654,93821.26800000001,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:15:00,93757.58,93828.35,93569.7,93722.23,84.17183,93776.803,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:30:00,93722.23,93833.46,93603.35,93782.13,52.90793,93760.392,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:45:00,93782.13,93790.79,93375.58,93488.84,118.07642,93700.136,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:00:00,93488.83,93756.0,93375.38,93712.56,117.78087,93702.47,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:15:00,93712.57,93753.47,93602.83,93731.05,58.09506,93719.171,94075.47766666667,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:30:00,93731.06,93734.91,93456.0,93490.87,99.67114,93711.529,94009.14666666668,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:45:00,93490.86,93702.15,93484.3,93576.0,61.03288,93708.144,93963.104,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:00:00,93576.0,93702.15,93489.03,93656.18,175.85673,93681.712,93923.012,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:15:00,93656.19,93898.05,93614.95,93761.9,95.41749,93667.93400000001,93886.128,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:30:00,93761.9,93963.67,93761.89,93885.01,94.36416,93680.677,93850.648,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:45:00,93885.0,94509.42,93864.44,94401.14,390.35172,93748.568,93846.08333333333,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:00:00,94401.13,94408.72,93880.0,94153.05,284.57018,93785.66,93860.56066666666,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:15:00,94153.04,94153.05,93819.6,93825.86,102.66232,93819.362,93850.72466666666,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:30:00,93825.86,93989.37,93825.86,93923.14,78.97889,93840.42,93841.52966666667,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:45:00,93923.14,93945.25,93578.77,93607.74,120.32317,93828.089,93829.13833333335,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 02:00:00,93607.74,93805.04,93594.56,93800.0,104.71689,93859.00200000001,93819.832,1,91924.0,98490.0,1,10000,0.10650319829424307,0.0,9990.0,-0.0010000000000000009,1,93800.0,10.0
2025-01-01 02:15:00,93800.0,93805.16,93689.48,93742.52,48.21903,93875.65400000001,93815.39333333333,0,91924.0,98490.0,1,10000,0.10650319829424307,0.0,9983.878196162048,-0.0006127931769721595,0,0.0,0.0
