,type,date,price,amount,commission,value,profit
19202,buy,2025-02-12 21:15:00,97431.21,3.06310061140857e-10,2.987403392605374e-08,2.9844159892127683e-05,
19203,sell,2025-02-12 22:30:00,97833.25,3.06310061140857e-10,2.996730878910875e-08,2.996730878910875e-05,9.318158819195943e-08
19204,buy,2025-02-12 23:45:00,97869.99,3.0558298962572003e-10,2.9937341480319646e-08,2.9907404138839324e-05,
19205,sell,2025-02-13 00:00:00,97547.16,3.0558298962572003e-10,2.9808752782298454e-08,2.9808752782298455e-05,-1.2846010932317017e-07
19206,buy,2025-02-13 00:15:00,97716.65,3.0444315360265256e-10,2.9778944029516157e-08,2.9749165085486638e-05,
19207,sell,2025-02-13 00:30:00,97663.21,3.0444315360265256e-10,2.9732895643358116e-08,2.9732895643358116e-05,-4.600233777188014e-08
19208,buy,2025-02-13 00:45:00,97818.91,3.0335095315381296e-10,2.970316274771476e-08,2.9673459584967046e-05,
19209,sell,2025-02-13 02:45:00,97473.66,3.0335095315381296e-10,2.9568727668390695e-08,2.9568727668390694e-05,-1.3430064424474462e-07
19210,buy,2025-02-13 09:30:00,96232.2,3.066501626459915e-10,2.9539158940722307e-08,2.9509619781781583e-05,
19211,sell,2025-02-13 11:30:00,96055.27,3.066501626459915e-10,2.945536416850463e-08,2.945536416850463e-05,-8.371097744545777e-08
19212,buy,2025-02-13 13:30:00,96012.28,3.061741987122042e-10,2.9425908804336126e-08,2.939648289553179e-05,
19213,sell,2025-02-13 16:15:00,95459.47,3.061741987122042e-10,2.9227226736741697e-08,2.9227226736741697e-05,-1.9848338552683457e-07
19214,buy,2025-02-13 18:15:00,95694.64,3.048112361412818e-10,2.9197999510004957e-08,2.916880151049495e-05,
19215,sell,2025-02-13 18:30:00,95662.04,3.048112361412818e-10,2.9158864664196743e-08,2.9158864664196743e-05,-3.90957109624043e-08
19216,buy,2025-02-13 18:45:00,95964.01,3.032446861457021e-10,2.9129705799532546e-08,2.9100576093733013e-05,
19217,sell,2025-02-13 19:45:00,95627.76,3.032446861457021e-10,2.8998610068016523e-08,2.8998610068016523e-05,-1.3096463578450885e-07
19218,buy,2025-02-13 20:15:00,96131.48,3.010527024705181e-10,2.8969611457948508e-08,2.894064184649056e-05,
19219,sell,2025-02-14 01:00:00,96709.31,3.010527024705181e-10,2.9114599129559103e-08,2.91145991295591e-05,1.448426839389809e-07
19220,buy,2025-02-14 02:00:00,96743.75,3.003439400054175e-10,2.9085484530429542e-08,2.905639904589911e-05,
19221,sell,2025-02-14 02:15:00,96682.01,3.003439400054175e-10,2.9037855811043174e-08,2.9037855811043173e-05,-4.758109066697922e-08
19222,buy,2025-02-14 02:30:00,96688.52,2.997233708539225e-10,2.9008817955232132e-08,2.8979809137276903e-05,
19223,sell,2025-02-14 02:45:00,96528.47,2.997233708539225e-10,2.8931838411771732e-08,2.8931838411771732e-05,-7.69025639169429e-08
19224,buy,2025-02-14 03:45:00,97129.98,2.9727179668714646e-10,2.890290657335996e-08,2.88740036667866e-05,
19225,sell,2025-02-14 04:15:00,96865.82,2.9727179668714646e-10,2.879547634897373e-08,2.879547634897373e-05,-1.0732279416184705e-07
19226,buy,2025-02-14 06:00:00,96796.66,2.9688952275576584e-10,2.8766680872624757e-08,2.8737914191752128e-05,
19227,sell,2025-02-14 06:15:00,96747.27,2.9688952275576584e-10,2.872325081822322e-08,2.8723250818223222e-05,-4.3386624347130324e-08
19228,buy,2025-02-14 06:45:00,96834.29,2.960297745750766e-10,2.8694527567405e-08,2.8665833039837592e-05,
19229,sell,2025-02-14 10:15:00,96995.5,2.960297745750766e-10,2.871355599979684e-08,2.871355599979684e-05,1.900940395945315e-08
19230,buy,2025-02-14 10:30:00,97104.58,2.951061381590163e-10,2.8684842443797044e-08,2.865615760135325e-05,
19231,sell,2025-02-14 10:45:00,97017.4,2.951061381590163e-10,2.8630430248228544e-08,2.8630430248228543e-05,-5.435778337293382e-08
19232,buy,2025-02-14 11:00:00,97073.3,2.9434662279084293e-10,2.8601799817980315e-08,2.8573198018162335e-05,
19233,sell,2025-02-14 11:15:00,96844.58,2.9434662279084293e-10,2.8505875058597614e-08,2.8505875058597613e-05,-9.582883462331954e-08
19234,buy,2025-02-14 13:30:00,96726.87,2.941157076038486e-10,2.847736918353902e-08,2.8448891814355477e-05,
19235,sell,2025-02-14 14:15:00,96614.56,2.941157076038486e-10,2.841585967923449e-08,2.841585967923449e-05,-6.144799480022204e-08
19236,buy,2025-02-14 14:30:00,97105.39,2.920441015244952e-10,2.8387443819555255e-08,2.8359056375735698e-05,
19237,sell,2025-02-14 15:15:00,96428.01,2.920441015244952e-10,2.8161231542245036e-08,2.8161231542245037e-05,-2.2598606503290894e-07
19238,buy,2025-02-14 15:45:00,96924.39,2.8996764633124947e-10,2.8133070310702793e-08,2.810493724039209e-05,
19239,sell,2025-02-14 16:00:00,96810.0,2.8996764633124947e-10,2.8071767841328263e-08,2.8071767841328263e-05,-6.124116690515972e-08
19240,buy,2025-02-14 16:45:00,97658.7,2.8687308327280056e-10,2.8043696073486936e-08,2.8015652377413448e-05,
19241,sell,2025-02-14 17:00:00,97243.77,2.8687308327280056e-10,2.789662012897107e-08,2.7896620128971067e-05,-1.469288685713522e-07
19242,buy,2025-02-14 17:15:00,97361.97,2.8595204868321026e-10,2.7868723508842097e-08,2.784085478533326e-05,
19243,sell,2025-02-14 20:30:00,97863.24,2.8595204868321026e-10,2.798419396877669e-08,2.798419396877669e-05,1.1535498947465727e-07
19244,buy,2025-02-14 23:30:00,97419.8,2.866794385231042e-10,2.7956209774807916e-08,2.7928253565033107e-05,
19245,sell,2025-02-15 00:00:00,97453.65,2.866794385231042e-10,2.7937957664027113e-08,2.7937957664027113e-05,-1.823385867002254e-08
19246,buy,2025-02-15 01:00:00,97610.12,2.856477349547027e-10,2.7910019706363088e-08,2.788210968665672e-05,
19247,sell,2025-02-15 05:00:00,97512.22,2.856477349547027e-10,2.785414477340466e-08,2.785414477340466e-05,-5.581905802546839e-08
