timestamp,open,high,low,close,volume,RSI,signal,stop_loss,take_profit,position,capital,holdings,cash,total,returns,trade,trade_price,commission
2024-12-31 16:00:00,95412.0,95590.52,95175.5,95480.8,189.52526,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 16:15:00,95480.8,95531.95,94930.47,94957.28,259.97028,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 16:30:00,94957.28,94978.95,94606.4,94858.94,485.52167,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 16:45:00,94858.94,94990.56,94842.52,94868.42,107.46776,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:00:00,94868.41,95047.71,94717.0,94949.41,142.53035,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:15:00,94949.4,94977.05,94500.0,94538.08,149.02616,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:30:00,94538.08,94563.2,93189.59,93718.73,739.006,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 17:45:00,93719.14,94163.01,93476.32,94120.94,301.84122,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:00:00,94120.92,94416.72,93991.07,94198.99,359.38609,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:15:00,94198.98,94264.82,93779.8,93979.48,215.70325,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:30:00,93979.49,94184.67,93888.89,94079.19,140.6141,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 18:45:00,94079.18,94200.0,93818.18,93875.68,101.10673,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:00:00,93875.69,94290.91,93857.29,94238.78,180.97606,,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:15:00,94238.77,94244.21,93918.26,93930.14,113.28684,28.56866441480065,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:30:00,93930.14,94000.0,93712.45,93819.98,78.62027,27.724456128115236,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 19:45:00,93819.99,94166.89,93819.98,94166.88,89.91025,38.871618120790515,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:00:00,94166.88,94222.5,93876.74,93946.24,117.03865,37.577512943777165,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:15:00,93946.23,94142.4,93878.79,94091.4,84.00071,39.80090621275532,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:30:00,94091.39,94102.63,93681.37,93689.22,201.25022,34.745124623225195,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 20:45:00,93689.22,93815.9,93450.17,93564.04,330.75189,37.33137372213412,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:00:00,93564.01,93757.58,93504.67,93567.29,138.73791,47.49950465623142,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:15:00,93567.29,93773.77,93519.43,93609.85,76.59863,40.42382567311859,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:30:00,93609.84,93964.15,93599.98,93920.5,77.62844,45.20035158471638,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 21:45:00,93920.49,93940.0,93826.74,93899.68,44.56217,48.523567416353956,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:00:00,93899.67,93899.67,93696.97,93757.58,60.37654,44.14157422081355,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:15:00,93757.58,93828.35,93569.7,93722.23,84.17183,47.02234261785477,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:30:00,93722.23,93833.46,93603.35,93782.13,52.90793,39.95707040717158,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 22:45:00,93782.13,93790.79,93375.58,93488.84,118.07642,40.22868378399927,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:00:00,93488.83,93756.0,93375.38,93712.56,117.78087,47.73537968545776,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:15:00,93712.57,93753.47,93602.83,93731.05,58.09506,39.335091935065584,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:30:00,93731.06,93734.91,93456.0,93490.87,99.67114,38.96249327380339,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2024-12-31 23:45:00,93490.86,93702.15,93484.3,93576.0,61.03288,37.13301378070746,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:00:00,93576.0,93702.15,93489.03,93656.18,175.85673,49.017134697762756,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:15:00,93656.19,93898.05,93614.95,93761.9,95.41749,55.95483164192747,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:30:00,93761.9,93963.67,93761.89,93885.01,94.36416,58.918706490006564,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 00:45:00,93885.0,94509.42,93864.44,94401.14,390.35172,67.54702253444879,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:00:00,94401.13,94408.72,93880.0,94153.05,284.57018,55.3040082838779,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:15:00,94153.04,94153.05,93819.6,93825.86,102.66232,48.52276092820739,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:30:00,93825.86,93989.37,93825.86,93923.14,78.97889,53.37359806990079,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 01:45:00,93923.14,93945.25,93578.77,93607.74,120.32317,47.90603589861787,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 02:00:00,93607.74,93805.04,93594.56,93800.0,104.71689,50.311740057288915,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 02:15:00,93800.0,93805.16,93689.48,93742.52,48.21903,54.822153621557646,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
2025-01-01 02:30:00,93742.51,93921.86,93742.51,93921.86,39.8339,54.04682170782456,0,,,0,10000,0.0,10000.0,10000.0,0.0,0,0.0,0.0
