,type,date,price,amount,commission,value,profit
599,sell,2023-04-02 07:45:00,28416.38,0.21944800635822825,6.235917938917831,6235.917938917831,-17.849106435394887
600,buy,2023-04-03 13:45:00,28258.78,0.22023075090141664,6.229682020978913,6223.452338957934,
601,sell,2023-04-03 14:30:00,28087.98,0.22023075090141664,6.185836926703972,6185.8369267039725,-43.80124918066577
602,buy,2023-04-04 18:00:00,28168.36,0.21916332504581348,6.179651089777269,6173.471438687491,
603,sell,2023-04-04 23:15:00,28116.62,0.21916332504581348,6.16213192824962,6162.13192824962,-17.50164236612036
604,buy,2023-04-05 00:15:00,28249.32,0.21769776499133606,6.15596979632137,6149.813826525049,
605,sell,2023-04-05 00:45:00,28661.81,0.21769776499133606,6.239611977606327,6239.611977606326,83.55853910367023
606,buy,2023-04-05 12:15:00,28539.16,0.21819629566052717,6.233372365628719,6227.138993263091,
607,sell,2023-04-05 13:30:00,28384.81,0.21819629566052717,6.193460395027889,6193.460395027889,-39.872058630229944
608,buy,2023-04-05 22:45:00,28175.28,0.21937952942076275,6.187266934632861,6181.079667698228,
609,sell,2023-04-06 00:00:00,28094.49,0.21937952942076275,6.1633559955163255,6163.3559955163255,-23.887028177419143
610,buy,2023-04-11 07:15:00,30098.21,0.20436549040229596,6.157192639520809,6151.035446881288,
611,sell,2023-04-11 14:30:00,30018.32,0.20436549040229596,6.134708687853049,6134.708687853049,-22.461467716092354
612,buy,2023-04-11 22:45:00,30263.75,0.20230293354875156,6.128573979165196,6122.44540518603,
613,sell,2023-04-12 01:30:00,30175.01,0.20230293354875156,6.104493042862913,6104.493042862913,-24.05685536597945
614,buy,2023-04-13 06:00:00,30079.65,0.20253859872938118,6.098388549820051,6092.290161270231,
615,sell,2023-04-13 09:00:00,30293.13,0.20253859872938118,6.135528101326979,6135.528101326979,37.10241195542123
616,buy,2023-04-13 12:15:00,30181.07,0.20288423109758624,6.129392573225652,6123.263180652427,
617,sell,2023-04-13 13:45:00,30175.75,0.20288423109758624,6.122183836542988,6122.1838365429885,-7.201527945982088
618,buy,2023-04-14 10:00:00,30806.69,0.19833177764484725,6.1160616527064455,6109.945591053739,
