,type,date,price,amount,commission,value,profit
0,buy,2025-01-01 09:00:00,93327.15,0.10704280587160328,10.0,9990.0,
1,sell,2025-01-01 12:45:00,93820.76,0.10704280587160328,10.042837399406283,10042.837399406282,42.79456200687588
2,buy,2025-01-02 23:30:00,96997.53,0.10333007208992714,10.032794562006877,10022.76176744487,
3,sell,2025-01-03 12:15:00,96893.04,0.10333007208992714,10.011964808212193,10011.964808212193,-20.808924040889224
4,buy,2025-01-04 01:00:00,97888.78,0.10207452672880973,10.00195284340398,9991.950890560576,
5,sell,2025-01-04 07:30:00,98291.03,0.10207452672880973,10.033010368937239,10033.010368937239,31.02646800772647
6,buy,2025-01-04 10:15:00,97736.17,0.10244881072390838,10.022977358568301,10012.954381209733,
7,sell,2025-01-04 19:00:00,98123.44,0.10244881072390838,10.052629732138781,10052.629732138781,29.62272119690963
8,buy,2025-01-05 08:00:00,97951.01,0.10242400282860008,10.042577102406641,10032.534525304234,
9,sell,2025-01-05 21:00:00,98396.93,0.10242400282860008,10.078207436645563,10078.207436645564,35.594703904683605
10,buy,2025-01-06 10:00:00,98882.01,0.10171780589795566,10.06812922920892,10058.06109997971,
11,sell,2025-01-06 14:45:00,100737.03,0.10171780589795566,10.246749664276537,10246.749664276536,178.44181463254958
12,buy,2025-01-07 03:45:00,101708.08,0.10054527046128141,10.23650291461226,10226.266411697647,
13,sell,2025-01-08 06:45:00,95284.31,0.10054527046128141,9.58038671966658,9580.38671966658,-655.4600787507326
14,buy,2025-01-08 17:00:00,93859.53,0.10186749844809542,9.570806332946914,9561.235526613966,
15,sell,2025-01-08 23:30:00,95117.23,0.10186749844809542,9.689354279412136,9689.354279412135,118.42939851875718
16,buy,2025-01-09 02:00:00,94079.21,0.10278557037423668,9.679664925132723,9669.985260207592,
17,sell,2025-01-09 17:00:00,94001.53,0.10278557037423668,9.66200087710092,9662.00087710092,-17.646383983772402
18,buy,2025-01-09 19:15:00,92842.5,0.10386069458865924,9.65233887622382,9642.686537347596,
19,sell,2025-01-10 01:30:00,93113.97,0.10386069458865924,9.67088160010758,9670.88160010758,18.524181159875866
20,buy,2025-01-10 13:30:00,93548.0,0.10317216303703941,9.661210718507471,9651.549507788963,
21,sell,2025-01-11 12:15:00,94601.26,0.10317216303703941,9.760216620229354,9760.216620229354,98.90689582016223
22,buy,2025-01-12 01:15:00,94350.17,0.10323994060853854,9.750456403609125,9740.705947205515,
23,sell,2025-01-12 13:00:00,94536.0,0.10323994060853854,9.7598910253688,9759.8910253688,9.425187137916096
24,buy,2025-01-12 21:00:00,94510.75,0.10306109096805481,9.75013113434343,9740.381003209086,
25,sell,2025-01-13 00:30:00,95582.29,0.10306109096805481,9.850815084624996,9850.815084624996,100.5832663312838
26,buy,2025-01-13 04:00:00,94500.07,0.10403297378796471,9.840964269540372,9831.12330527083,
27,sell,2025-01-13 15:00:00,92397.73,0.10403297378796471,9.61241062315744,9612.41062315744,-228.32509273654833
28,buy,2025-01-14 13:15:00,95898.65,0.1000347284797205,9.602798212534282,9593.195414321748,
29,sell,2025-01-14 20:00:00,96449.99,0.1000347284797205,9.648348561521757,9648.348561521758,45.50479863848845
30,buy,2025-01-16 03:15:00,99540.0,0.09673559888233148,9.638700212960236,9629.061512747276,
