,type,date,price,amount,commission,value,profit
0,buy,2022-12-01 12:30:00,17139.15,0.5828760469451518,10.0,9990.0,
1,sell,2022-12-01 13:45:00,17088.86,0.5828760469451518,9.960687163599129,9960.687163599128,-39.27352356447132
2,buy,2022-12-01 15:15:00,16949.74,0.5864854416621784,9.95072647643553,9940.775749959093,
3,sell,2022-12-01 18:15:00,16940.92,0.5864854416621784,9.93560294836363,9935.60294836363,-15.108404543826008
4,buy,2022-12-02 00:45:00,17037.82,0.5819841786138046,9.925667345415267,9915.741678069851,
5,sell,2022-12-02 01:30:00,16946.6,0.5819841786138046,9.862653081296699,9862.6530812967,-62.95124985444863
6,buy,2022-12-02 06:15:00,16942.15,0.5809733497689011,9.852790428215403,9842.937637787189,
7,sell,2022-12-02 06:30:00,16922.44,0.5809733497689011,9.831486653063243,9831.486653063243,-21.28247137700989
8,buy,2022-12-02 07:30:00,16965.74,0.5783321865856584,9.82165516641018,9811.833511243769,
9,sell,2022-12-02 12:00:00,17025.89,0.5783321865856584,9.846620192266895,9846.620192266895,24.940060830859196
10,buy,2022-12-02 15:00:00,16960.36,0.5794061445926002,9.836773572074629,9826.936798502553,
11,sell,2022-12-02 15:15:00,16938.33,0.5794061445926002,9.814172481137179,9814.172481137179,-22.578489846511488
12,buy,2022-12-02 20:45:00,17029.59,0.5751491345562274,9.804358308656042,9794.553950347385,
13,sell,2022-12-03 06:00:00,16956.55,0.5751491345562274,9.752545057559397,9752.545057559397,-51.761437845546745
