,type,date,price,amount,commission,value,profit
0,buy,2024-10-02 01:00:00,61291.5,0.16299160568757495,10.0,9990.0,
1,sell,2024-10-02 18:15:00,61178.0,0.16299160568757495,9.97150045275446,9971.50045275446,-28.47104769829422
2,buy,2024-10-02 20:30:00,60790.0,0.1637040207821912,9.961528952301705,9951.567423349403,
3,sell,2024-10-03 12:00:00,60574.5,0.1637040207821912,9.916289206870841,9916.28920687084,-45.19450568543305
4,buy,2024-10-03 15:45:00,60641.5,0.16319626897003384,9.90637291766397,9896.466544746307,
5,sell,2024-10-06 03:45:00,61878.66,0.16319626897003384,10.098366440865275,10098.366440865275,191.80152967810236
6,buy,2024-10-06 06:45:00,61961.99,0.16265100275749672,10.08826807442441,10078.179806349985,
7,sell,2024-10-06 10:30:00,62006.59,0.16265100275749672,10.085434041072968,10085.434041072967,-2.831199318088851
8,buy,2024-10-06 19:30:00,62734.52,0.1604423411293314,10.075348607031895,10065.273258424862,
9,sell,2024-10-06 21:15:00,62502.11,0.1604423411293314,10.027984853922995,10027.984853922995,-47.3163893557903
10,buy,2024-10-06 23:00:00,62668.0,0.15969775502968026,10.017956869069073,10007.938912200003,
11,sell,2024-10-07 00:30:00,63309.99,0.15969775502968026,10.110463273951506,10110.463273951505,92.41389847755259
12,buy,2024-10-07 06:30:00,63659.99,0.15850226269069279,10.100352810677554,10090.252457866876,
13,sell,2024-10-07 07:30:00,63458.23,0.15850226269069279,10.058273041346402,10058.273041346401,-42.03768956181975
14,buy,2024-10-07 17:30:00,63739.99,0.15748616454970812,10.048214768305055,10038.16655353675,
15,sell,2024-10-07 18:30:00,63198.01,0.15748616454970812,9.9528122020741,9952.8122020741,-95.30716366472427
16,buy,2024-10-09 05:00:00,62395.12,0.15919380442704736,9.942859389872025,9932.916530482153,
17,sell,2024-10-09 07:00:00,62220.01,0.15919380442704736,9.905040103388933,9905.040103388932,-37.78146719660929
18,buy,2024-10-10 01:30:00,60800.0,0.16258618302997135,9.895135063285544,9885.239928222258,
19,sell,2024-10-12 02:45:00,62554.97,0.16258618302997135,10.170573801854367,10170.573801854367,275.1632998302547
20,buy,2024-10-12 09:15:00,62735.97,0.16179303236762677,10.160403228052514,10150.242824824461,
21,sell,2024-10-12 10:00:00,62957.99,0.16179303236762677,10.186164113870722,10186.164113870722,25.735124932389255
22,buy,2024-10-16 05:30:00,67298.66,0.15105504287614482,10.17597794975685,10165.801971807094,
23,sell,2024-10-16 06:15:00,67015.8,0.15105504287614482,10.123074542379147,10123.074542379147,-52.85050397032556
24,buy,2024-10-20 17:45:00,68562.0,0.147353322778929,10.112951467836767,10102.83851636893,
25,sell,2024-10-20 19:15:00,68512.01,0.147353322778929,10.095472323763211,10095.472323763212,-17.461664929482644
26,buy,2024-10-22 18:15:00,67510.3,0.14924080436004594,10.085376851439449,10075.29147458801,
27,sell,2024-10-22 23:30:00,67436.0,0.14924080436004594,10.064202882824059,10064.202882824058,-21.15279464677591
28,buy,2024-10-24 00:15:00,66579.99,0.15085740537451706,10.054138679941234,10044.084541261293,
29,sell,2024-10-24 00:45:00,67432.01,0.15085740537451706,10.172618067788488,10172.618067788488,118.36090845940596
30,buy,2024-10-26 09:00:00,67109.99,0.15127826727840335,10.1624454497207,10152.283004270977,
31,sell,2024-10-26 09:45:00,67054.75,0.15127826727840335,10.143926392786518,10143.926392786518,-18.500537877246312
32,buy,2024-10-26 10:15:00,67169.99,0.15071684071900768,10.133782466393733,10123.648683927338,
33,sell,2024-10-26 10:30:00,67030.0,0.15071684071900768,10.102549833395086,10102.549833395085,-31.20140036564976
34,buy,2024-10-28 17:00:00,68904.0,0.14632466672875494,10.092447283561691,10082.35483627813,
35,sell,2024-10-28 22:00:00,70028.58,0.14632466672875494,10.246908629987955,10246.908629987955,154.30688507983552
36,buy,2024-10-29 06:00:00,71199.91,0.14362974699878986,10.236661721357967,10226.42505963661,
37,sell,2024-10-29 07:00:00,70954.86,0.14362974699878986,10.191228590134555,10191.228590134555,-45.38769809218843
38,buy,2024-10-29 12:00:00,71216.0,0.14281701196617158,10.181037361544421,10170.856324182876,
39,sell,2024-10-29 13:45:00,71804.0,0.14281701196617158,10.254832727218984,10254.832727218984,73.72157030888991
40,buy,2024-10-29 22:45:00,72660.0,0.14085237154689337,10.244577894491764,10234.333316597273,
41,sell,2024-10-30 00:30:00,72313.12,0.14085237154689337,10.185474445955085,10185.474445955086,-59.044345088142116
